Folder,Model,ID,Language,Words,Syllables,Phrases (Sentences),Avg Sentence Length,Has Pronunciation,Has Example,Compliance: Max 25 Words,Compliance: Max 2 Sentences,Compliance: Short Sentences (<15 words/sent),Compliance: No Double Negation,Compliance: No Self-Definition,Compliance: Active Voice Proxy,Compliance: Category+Function Pattern,Prompt Compliance Score
results_v3,rigochat,T-006_D-006.1,es,14,38,1,14.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-007_D-007.1,pt,1,1,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-008_D-008.1,es,7,12,2,3.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-009_D-009.1,es,12,26,2,6.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-010_D-010.1,es,15,31,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-011_D-011.1,es,15,37,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-012_D-012.1,es,12,32,1,12.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-013_D-013.1,es,32,53,2,16.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,rigochat,T-014_D-014.1,es,20,45,1,20.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-015_D-015.1,es,14,32,1,14.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-016_D-016.1,es,12,25,1,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-017_D-017.1,es,25,45,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-018_D-018.1,es,10,32,1,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-019_D-019.1,es,15,35,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-020_D-020.1,es,29,50,5,5.8,False,False,False,False,True,True,False,True,False,0.429
results_v3,rigochat,T-021_D-021.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-022_D-022.1,es,30,69,2,15.0,False,False,False,True,True,True,True,True,False,0.714
results_v3,rigochat,T-023_D-023.1,es,19,40,1,19.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-024_D-024.1,es,31,50,1,31.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,rigochat,T-025_D-025.1,es,13,24,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-026_D-026.1,es,16,38,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-027_D-027.1,es,14,29,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-028_D-028.1,es,16,30,2,8.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-029_D-029.1,es,22,37,1,22.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-030_D-030.1,es,18,42,4,4.5,False,False,True,False,True,True,True,True,False,0.714
results_v3,rigochat,T-031_D-031.1,es,24,47,1,24.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-032_D-032.1,es,14,33,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-033_D-033.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-034_D-034.1,es,17,34,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-035_D-035.1,es,19,29,2,9.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-036_D-036.1,es,18,30,1,18.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-037_D-037.1,es,24,46,1,24.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-038_D-038.1,es,21,39,1,21.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-039_D-039.1,es,15,24,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-040_D-040.1,hu,1,1,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-041_D-041.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-042_D-042.1,es,10,22,1,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-043_D-043.1,es,15,27,2,7.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-044_D-044.1,es,17,30,2,8.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-045_D-045.1,es,15,36,4,3.75,False,False,True,False,True,True,True,True,False,0.714
results_v3,rigochat,T-046_D-046.1,es,47,85,4,11.75,False,False,False,False,True,True,False,True,False,0.429
results_v3,rigochat,T-047_D-047.1,es,10,20,1,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-048_D-048.1,es,13,24,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-049_D-049.1,es,15,38,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-050_D-050.1,es,15,25,2,7.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-051_D-051.1,es,8,17,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-052_D-052.1,es,17,39,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-053_D-053.1,es,16,38,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-054_D-054.1,es,7,17,1,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-055_D-055.1,es,22,42,1,22.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-056_D-056.1,es,18,36,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-057_D-057.1,nl,1,2,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-058_D-058.1,es,18,31,1,18.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-059_D-059.1,es,21,41,3,7.0,False,False,True,False,True,True,True,True,False,0.714
results_v3,rigochat,T-060_D-060.1,es,1,5,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-061_D-061.1,es,19,36,1,19.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-062_D-062.1,es,16,31,1,16.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-063_D-063.1,es,26,45,2,13.0,False,False,False,True,True,True,True,False,False,0.571
results_v3,rigochat,T-064_D-064.1,es,14,30,2,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-065_D-065.1,es,7,15,2,3.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-066_D-066.1,es,14,26,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-067_D-067.1,es,10,18,1,10.0,False,False,True,True,True,True,True,False,False,0.714
results_v3,rigochat,T-068_D-068.1,fr,1,1,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-069_D-069.1,es,7,13,1,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-070_D-070.1,es,18,35,1,18.0,False,False,True,True,False,True,True,False,False,0.571
results_v3,rigochat,T-071_D-071.1,es,18,38,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-072_D-072.1,es,8,19,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-073_D-073.1,unknown,0,0,1,0.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-074_D-074.1,es,17,38,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-075_D-075.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-076_D-076.1,es,8,15,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-076_D-076.2,es,22,53,1,22.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-076_D-076.3,es,22,50,1,22.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-077_D-077.1,es,14,36,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-078_D-078.1,es,9,22,1,9.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-079_D-079.1,es,14,26,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-080_D-080.1,es,5,9,2,2.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-081_D-081.1,es,13,26,1,13.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-082_D-082.1,es,16,36,1,16.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-083_D-083.1,es,7,15,1,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-084_D-084.1,es,10,22,1,10.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-085_D-085.1,es,19,43,1,19.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-086_D-086.1,es,11,25,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-087_D-087.1,es,19,39,2,9.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-088_D-088.1,es,8,15,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-089_D-089.1,es,21,42,1,21.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-090_D-090.1,es,26,59,4,6.5,False,False,False,False,True,True,False,True,False,0.429
results_v3,rigochat,T-091_D-091.1,es,17,40,1,17.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-092_D-092.1,es,18,44,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-093_D-093.1,es,12,31,1,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-094_D-094.1,es,23,47,2,11.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-095_D-095.1,pt,2,2,1,2.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-096_D-096.1,es,21,46,1,21.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-097_D-097.1,es,13,22,1,13.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,rigochat,T-098_D-098.1,es,14,32,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-099_D-099.1,es,19,44,1,19.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-100_D-100.1,es,23,53,1,23.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-101_D-101.1,es,16,31,4,4.0,False,False,True,False,True,True,True,True,False,0.714
results_v3,rigochat,T-102_D-102.1,es,26,56,1,26.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,rigochat,T-103_D-103.1,es,18,37,1,18.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,rigochat,T-104_D-104.1,es,9,24,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-105_D-105.1,es,8,17,3,2.67,False,False,True,False,True,True,True,True,False,0.714
results_v3,rigochat,T-106_D-106.1,es,11,21,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-107_D-107.1,es,13,31,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-108_D-108.1,es,18,36,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-109_D-109.1,unknown,0,0,1,0.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,rigochat,T-110_D-110.1,es,16,34,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,rigochat,T-111_D-111.1,es,15,28,3,5.0,False,False,True,False,True,True,True,True,False,0.714
results_v3,llama,T-001_D-001.1,es,67,142,2,33.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-002_D-002.1,es,18,34,1,18.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-003_D-003.1,es,25,50,2,12.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-004_D-004.1,es,46,99,2,23.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-005_D-005.1,es,25,48,2,12.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-006_D-006.1,es,41,100,2,20.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-007_D-007.1,es,51,102,5,10.2,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-008_D-008.1,es,16,28,2,8.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-009_D-009.1,es,85,182,5,17.0,False,True,False,False,False,True,False,True,False,0.286
results_v3,llama,T-010_D-010.1,es,22,54,2,11.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-011_D-011.1,es,22,48,3,7.33,False,False,True,False,True,True,False,True,False,0.571
results_v3,llama,T-012_D-012.1,es,46,97,2,23.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-013_D-013.1,es,21,39,2,10.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-014_D-014.1,es,61,125,2,30.5,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-015_D-015.1,es,18,42,1,18.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-016_D-016.1,es,20,43,1,20.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,llama,T-017_D-017.1,es,346,683,2,173.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-018_D-018.1,es,19,42,1,19.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-019_D-019.1,es,26,63,1,26.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-020_D-020.1,es,58,88,6,9.67,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-021_D-021.1,es,14,32,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-022_D-022.1,es,54,114,2,27.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-023_D-023.1,es,20,39,1,20.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-024_D-024.1,es,24,53,1,24.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,llama,T-025_D-025.1,es,36,70,1,36.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-026_D-026.1,es,19,52,2,9.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-027_D-027.1,es,26,48,2,13.0,False,False,False,True,True,True,True,True,False,0.714
results_v3,llama,T-028_D-028.1,es,34,71,2,17.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-029_D-029.1,es,40,72,1,40.0,False,False,False,True,False,True,False,False,False,0.286
results_v3,llama,T-030_D-030.1,es,83,158,7,11.86,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-031_D-031.1,es,66,129,4,16.5,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-032_D-032.1,es,8,13,1,8.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-033_D-033.1,es,65,129,3,21.67,False,True,False,False,False,True,True,True,False,0.429
results_v3,llama,T-034_D-034.1,fi,1,3,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-035_D-035.1,es,18,46,3,6.0,False,False,True,False,True,True,False,True,False,0.571
results_v3,llama,T-036_D-036.1,es,40,80,2,20.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-037_D-037.1,es,35,68,1,35.0,False,False,False,True,False,True,True,False,False,0.429
results_v3,llama,T-038_D-038.1,es,42,86,3,14.0,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-039_D-039.1,es,38,67,2,19.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-040_D-040.1,it,11,19,2,5.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-041_D-041.1,es,21,41,2,10.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-042_D-042.1,es,30,56,2,15.0,False,False,False,True,True,True,False,True,False,0.571
results_v3,llama,T-043_D-043.1,es,46,81,1,46.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-044_D-044.1,es,91,197,3,30.33,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-045_D-045.1,es,151,321,7,21.57,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-046_D-046.1,es,173,319,7,24.71,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-047_D-047.1,es,3,5,1,3.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-048_D-048.1,ca,5,10,1,5.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-049_D-049.1,es,35,65,2,17.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-050_D-050.1,es,19,28,2,9.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-051_D-051.1,es,25,55,1,25.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-052_D-052.1,es,35,73,3,11.67,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-053_D-053.1,es,36,74,1,36.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-054_D-054.1,es,17,36,2,8.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-055_D-055.1,es,27,70,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v3,llama,T-056_D-056.1,es,49,105,2,24.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-057_D-057.1,es,300,643,2,150.0,False,False,False,True,False,True,False,False,False,0.286
results_v3,llama,T-058_D-058.1,es,47,83,2,23.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-059_D-059.1,es,16,37,2,8.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-060_D-060.1,es,106,208,6,17.67,False,False,False,False,False,True,False,False,False,0.143
results_v3,llama,T-061_D-061.1,es,32,69,2,16.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-062_D-062.1,es,29,64,1,29.0,False,False,False,True,False,True,False,False,False,0.286
results_v3,llama,T-063_D-063.1,es,19,33,2,9.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-064_D-064.1,es,102,199,6,17.0,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-065_D-065.1,es,26,46,4,6.5,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-066_D-066.1,es,45,88,2,22.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-067_D-067.1,es,28,50,1,28.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-068_D-068.1,es,156,312,8,19.5,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-069_D-069.1,es,210,396,11,19.09,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-070_D-070.1,es,19,34,1,19.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-071_D-071.1,es,30,60,1,30.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-072_D-072.1,es,22,39,2,11.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-073_D-073.1,es,135,267,5,27.0,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-074_D-074.1,es,14,27,1,14.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-075_D-075.1,es,20,40,2,10.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-076_D-076.1,es,43,86,2,21.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-076_D-076.2,es,52,109,2,26.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-076_D-076.3,es,48,101,4,12.0,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-077_D-077.1,es,46,107,2,23.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-078_D-078.1,es,29,60,1,29.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-079_D-079.1,es,59,116,3,19.67,False,False,False,False,False,True,False,True,False,0.286
results_v3,llama,T-080_D-080.1,es,18,31,2,9.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-081_D-081.1,es,24,45,1,24.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-082_D-082.1,es,36,77,1,36.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-083_D-083.1,es,40,68,2,20.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-084_D-084.1,es,33,65,2,16.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-085_D-085.1,es,44,99,3,14.67,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-086_D-086.1,es,34,76,2,17.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-087_D-087.1,es,52,106,2,26.0,False,False,False,True,False,True,False,False,False,0.286
results_v3,llama,T-088_D-088.1,es,44,100,2,22.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-089_D-089.1,es,27,50,1,27.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,llama,T-090_D-090.1,es,23,49,3,7.67,False,False,True,False,True,True,False,True,False,0.571
results_v3,llama,T-091_D-091.1,es,62,116,2,31.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-092_D-092.1,es,17,41,1,17.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-093_D-093.1,es,22,46,2,11.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-094_D-094.1,es,49,84,4,12.25,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-095_D-095.1,es,16,29,2,8.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-096_D-096.1,es,10,26,1,10.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-097_D-097.1,es,49,103,2,24.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-098_D-098.1,es,21,51,1,21.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-099_D-099.1,en,2,5,1,2.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-100_D-100.1,es,26,61,2,13.0,False,False,False,True,True,True,False,True,False,0.571
results_v3,llama,T-101_D-101.1,es,45,96,4,11.25,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-102_D-102.1,es,44,98,3,14.67,False,False,False,False,True,True,False,True,False,0.429
results_v3,llama,T-103_D-103.1,es,25,47,2,12.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-104_D-104.1,es,59,121,2,29.5,False,False,False,True,False,True,False,False,False,0.286
results_v3,llama,T-105_D-105.1,es,104,201,7,14.86,False,False,False,False,True,True,True,False,False,0.429
results_v3,llama,T-106_D-106.1,es,9,14,2,4.5,False,False,True,True,True,True,False,True,False,0.714
results_v3,llama,T-107_D-107.1,es,37,73,1,37.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,llama,T-108_D-108.1,es,9,15,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,llama,T-109_D-109.1,es,22,47,3,7.33,False,False,True,False,True,True,False,True,False,0.571
results_v3,llama,T-110_D-110.1,es,22,45,1,22.0,False,False,True,True,False,True,False,True,False,0.571
results_v3,llama,T-111_D-111.1,es,115,210,6,19.17,False,False,False,False,False,True,False,True,False,0.286
results_v3,latxa,T-001_D-001.1,es,40,82,2,20.0,False,False,False,True,False,True,True,False,False,0.429
results_v3,latxa,T-002_D-002.1,es,25,45,1,25.0,False,False,True,True,False,True,True,False,False,0.571
results_v3,latxa,T-003_D-003.1,es,15,35,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-004_D-004.1,es,21,41,2,10.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-005_D-005.1,es,25,60,3,8.33,False,False,True,False,True,True,True,True,False,0.714
results_v3,latxa,T-006_D-006.1,es,29,62,2,14.5,False,False,False,True,True,True,False,True,False,0.571
results_v3,latxa,T-007_D-007.1,es,25,53,1,25.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,latxa,T-008_D-008.1,es,32,70,2,16.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,latxa,T-009_D-009.1,es,23,47,1,23.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,latxa,T-010_D-010.1,es,18,34,2,9.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,latxa,T-011_D-011.1,es,24,53,2,12.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,latxa,T-012_D-012.1,es,27,66,2,13.5,False,False,False,True,True,True,False,True,False,0.571
results_v3,latxa,T-013_D-013.1,es,20,40,1,20.0,False,True,True,True,False,True,False,True,False,0.571
results_v3,latxa,T-014_D-014.1,es,27,63,1,27.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,latxa,T-015_D-015.1,es,24,48,2,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-016_D-016.1,es,20,40,2,10.0,False,False,True,True,True,True,False,True,False,0.714
results_v3,latxa,T-017_D-017.1,es,19,45,2,9.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-018_D-018.1,es,12,36,1,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-019_D-019.1,es,30,66,2,15.0,False,False,False,True,True,True,True,True,False,0.714
results_v3,latxa,T-020_D-020.1,es,14,31,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-021_D-021.1,es,20,41,2,10.0,False,False,True,True,True,True,True,False,False,0.714
results_v3,latxa,T-022_D-022.1,es,39,90,2,19.5,False,False,False,True,False,True,True,True,False,0.571
results_v3,latxa,T-023_D-023.1,es,28,49,2,14.0,False,False,False,True,True,True,True,True,False,0.714
results_v3,latxa,T-024_D-024.1,es,33,69,2,16.5,False,False,False,True,False,True,True,True,False,0.571
results_v3,latxa,T-025_D-025.1,es,27,53,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v3,latxa,T-026_D-026.1,es,27,59,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v3,latxa,T-027_D-027.1,es,16,33,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,latxa,T-028_D-028.1,es,33,62,2,16.5,False,False,False,True,False,True,True,True,False,0.571
results_v3,latxa,T-029_D-029.1,es,13,28,2,6.5,False,False,True,True,True,True,True,False,False,0.714
results_v3,latxa,T-030_D-030.1,es,15,27,2,7.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-031_D-031.1,es,25,48,1,25.0,False,False,True,True,False,True,True,True,False,0.714
results_v3,latxa,T-032_D-032.1,es,31,64,2,15.5,False,False,False,True,False,True,False,True,False,0.429
results_v3,latxa,T-033_D-033.1,es,20,37,2,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-034_D-034.1,es,22,39,2,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-035_D-035.1,es,27,49,2,13.5,False,False,False,True,True,True,False,True,False,0.571
results_v3,latxa,T-036_D-036.1,es,23,44,2,11.5,False,False,True,True,True,True,True,True,False,0.857
results_v3,latxa,T-037_D-037.1,es,40,81,2,20.0,False,False,False,True,False,True,True,True,False,0.571
results_v3,latxa,T-038_D-038.1,es,34,74,2,17.0,False,False,False,True,False,True,False,True,False,0.429
results_v3,latxa,T-039_D-039.1,es,26,47,2,13.0,False,False,False,True,True,True,False,True,False,0.571
